Ref,Project Name,Project Type,Announcement Date,FID Date,Operation Date,Decommission Date,Project Status,Project Phase,Announced capacity (low) (Mt CO2/yr),Announced capacity (high) (Mt CO2/yr),Sector,Fate of Carbon,Part of CCUS Hub
CCUS_498,Santos Bonaparte Basin storage,Storage,2022-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Santos Bonaparte Basin storage
CCUS_499,Santos Carnavon Basin storage (Reindeer CCS),Storage,2022-01-01,2025-01-01,2028-01-01,,Planned,,2.4,2.4,CO2 storage,Dedicated storage,Santos Carnavon Basin storage (Reindeer CCS)
CCUS_500,Santos Moomba storage Hub,Storage,2019-01-01,,,,Planned,,20.0,20.0,CO2 transport & storage,Dedicated storage,Santos Moomba storage Hub
CCUS_501,"Santos Port Botany, New South Wales",CCU,2021-01-01,,,,Planned,,0.15,0.15,Hydrogen/ammonia,Use,
CCUS_502,SHARC Neste,Capture,2021-01-01,,2025-01-01,,Planned,,,,Other fuel transformation,Dedicated storage,Northern Lights
CCUS_503,Shell Deer Park Chemical complex (TX),Capture,2021-01-01,,,,Planned,,,,Other industry,Unknown/unspecified,
CCUS_504,Shell Energy and Chemicals Park Rotterdam biodiesel & SAF (former Pernis),Capture,2021-01-01,2021-01-01,2024-01-01,,Under construction,,0.38,0.38,Biofuels,Dedicated storage,Porthos
CCUS_505,Shell heavy residue gasification CCU - Pernis refinery,CCU,,,1997-01-01,,Operational,,0.4,0.4,Other fuel transformation,Use,
CCUS_506,Shell Uniper Humber Hub Blue North Killingholme,Capture,2022-01-01,2024-01-01,2027-01-01,,Planned,,1.6,1.6,Hydrogen/ammonia,Dedicated storage,Northern Endurance Partnership
CCUS_507,Shepard Energy Centre (SEC) (ALB),Capture,2022-01-01,,,,Planned,,,,Power and heat,Unknown/unspecified,
CCUS_508,Sinopec Nanjing Chemical Industries CCUS Cooperation Project,Full Chain,2015-01-01,,2021-01-01,,Operational,,0.2,0.2,Other industry,Enhanced oil recovery,Jiangsu oilfield
CCUS_509,Sinopec Qilu Petrochemical Shengli,Full Chain,2012-01-01,2021-01-01,2022-01-01,,Operational,,0.7,1.0,Other industry,Enhanced oil recovery,Shengli oilfield
CCUS_510,Sinopec Shengli Power Plant CCS,Full Chain,2011-01-01,,2030-01-01,,Planned,,1.0,2.0,Power and heat,Enhanced oil recovery,Shengli oilfield
CCUS_511,Siouxland Energy Cooperative Sioux Center biorefinery (IA),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.16,0.186,Biofuels,Dedicated storage,Midwest carbon express
CCUS_512,Sizewell C nuclear-powered DAC Full-scale,Capture,2022-01-01,,2030-01-01,,Planned,1.0,0.05,0.05,Direct Air Capture,Dedicated storage,
CCUS_513,Sleipner,Full Chain,1991-01-01,,1996-01-01,,Operational,,1.0,1.0,Natural gas processing,Dedicated storage,
CCUS_514,Snohvit CO2 capture and storage,Full Chain,2002-01-01,2002-01-01,2008-01-01,,Operational,,0.7,0.7,Natural gas processing,Dedicated storage,
CCUS_515,South East Australia carbon capture and storage (SEA CCS) hub,Transport & Storage,2022-01-01,,2025-01-01,,Planned,,2.0,2.0,CO2 transport & storage,Dedicated storage,Sea CCS hub
CCUS_516,South West Blue Hydrogen,Capture,2021-01-01,,,,Planned,,,,Hydrogen/ammonia,Dedicated storage,South West Hub Project
CCUS_517,South West Hub Project,Storage,2010-01-01,,,,Planned,,0.8,0.8,CO2 transport & storage,Dedicated storage,South West Hub Project
CCUS_518,Spirit Energy CCUS hub,Transport & Storage,2023-01-01,,,,Planned,,,,CO2 transport & storage,Storage,Spirit Energy CCUS hub
CCUS_519,Stockholm Exergi Värtan CHP CCS (BECCS@STHLM),Capture,2021-01-01,,2026-01-01,,Planned,,0.7,0.7,Power and heat,Dedicated storage,
CCUS_520,Structure A&E,Full Chain,2023-01-01,,2026-01-01,,Planned,,,,Natural gas processing,Dedicated storage,
CCUS_521,Suek Blue Ammonia Borodinsky,Full Chain,2021-01-01,,2027-01-01,,Planned,,,,Hydrogen/ammonia,Enhanced oil recovery,
CCUS_522,Suez Tees Valley / Haverton Hill Waste to Energy CCS,Capture,2020-01-01,2025-01-01,2027-01-01,,Planned,,0.24,0.24,Power and heat,Dedicated storage,Northern Endurance Partnership
CCUS_523,Suncor Edmonton Refinery (ALB) phase 1,Capture,2021-01-01,2024-01-01,2028-01-01,,Planned,1.0,2.0,2.0,Other fuel transformation,Unknown/unspecified,Atlas Carbon Sequestration Hub
CCUS_524,Suncor Edmonton Refinery (ALB) phase 2,Capture,2022-01-01,,,,Planned,2.0,,,Other fuel transformation,Unknown/unspecified,Atlas Carbon Sequestration Hub
CCUS_525,Sutter CO CCS Project (CA),Storage,2023-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Sutter CO CCS Project (CA)
CCUS_526,Svante capture Linde SMR plant (TX) ,Capture,2021-01-01,,,,Planned,,1.1,1.1,Hydrogen/ammonia,Dedicated storage,
CCUS_527,T6-Kanata CarbonHub (ALB),Storage,2021-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,T6-Kanata CarbonHub (ALB)
CCUS_528,TA’ZIZ blue ammonia,Full Chain,2020-01-01,2023-01-01,2025-01-01,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
CCUS_529,Taiwan Cement Hoping/Heping plant,Capture,2019-01-01,,2030-01-01,,Planned,1.0,0.1,0.1,Cement,Use,
CCUS_530,Tampa Electric Company Polk Power station NGCC (FL),Capture,2022-01-01,,,,Planned,,3.7,3.7,Power and heat,Dedicated storage,
CCUS_531,Tangguh LNG Vorwata LNG,Full Chain,2021-01-01,2023-01-01,2027-01-01,,Planned,,2.5,3.3,Natural gas processing,Enhanced oil recovery,
CCUS_532,Tees Valley Energy Recovery Facility (TVERF),Capture,2022-01-01,,2026-01-01,,Planned,,,,Power and heat,Dedicated storage,Northern Endurance Partnership
CCUS_533,Terrell Natural Gas Processing Plant (former Val Verde) (TX),Full Chain,,,1972-01-01,,Operational,,0.4,0.5,Natural gas processing,Enhanced oil recovery,
CCUS_534,Tharaldson Ethanol Casselton biorefinery (ND),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.43,0.501,Biofuels,Dedicated storage,Midwest carbon express
CCUS_535,The Grande Prairie CCS Hub (ALB),Storage,2022-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,The Grande Prairie CCS Hub (ALB)
CCUS_536,The ZEROS project Chambers & Liberty County (Jefferson) (TX),Capture,2019-01-01,,2023-01-01,,Planned,,1.5,1.5,Power and heat,Enhanced oil recovery,
CCUS_537,Tomakomai CCS demonstration project,Full Chain,2008-01-01,,2016-01-01,2019-01-01,Operational,,0.1,0.1,Hydrogen/ammonia,Dedicated storage,
CCUS_538,Tomakomai CCUS hub & cluster,Full Chain,2023-01-01,,2030-01-01,,Planned,,,,CO2 transport & storage,Dedicated storage,
CCUS_539,TotalEnergies Normandy hydrogen production unit,Capture,2021-01-01,,2030-01-01,,Planned,,0.65,0.65,Other fuel transformation,Unknown/unspecified,
CCUS_540,Tourmaline Clearwater CCUS (ALB),Storage,2022-01-01,,,,Planned,,10.0,10.0,CO2 storage,Dedicated storage,Tourmaline Clearwater CCUS (ALB)
CCUS_541,Trudvang storage project,Transport & Storage,2023-01-01,,2029-01-01,,Planned,,9.0,9.0,CO2 transport & storage,Dedicated storage,Trudvang storage project
CCUS_542,Tulare County Carbon Storage Project (CA),Storage,2023-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Tulare County Carbon Storage Project (CA)
CCUS_543,Twence Hengelo facility,CCU,2019-01-01,2021-01-01,2023-01-01,,Under construction,,0.1,0.1,Power and heat,Use,
CCUS_544,Uinta Basin Carbon SAFE (UT),Storage,2023-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Uinta Basin Carbon SAFE (UT)
CCUS_545,Uthmaniyah CO2-EOR demonstration,Full Chain,2013-01-01,2013-01-01,2015-01-01,,Operational,,0.8,0.8,Natural gas processing,Enhanced oil recovery and use,
CCUS_546,Valero Port Arthur Refinery (TX),Full Chain,2009-01-01,2011-01-01,2013-01-01,,Operational,,0.9,0.9,Other fuel transformation,Enhanced oil recovery,
CCUS_547,Växjö Energi CHP CCS Sandviksverket,Capture,2021-01-01,,2027-01-01,,Planned,,0.18,0.18,Power and heat,Dedicated storage,
CCUS_548,Velocys Bayou Fuels (MS),Capture,2019-01-01,,2024-01-01,,Planned,,0.3,0.5,Biofuels,Enhanced oil recovery,Oxy Low carbon ventures
CCUS_549,Venture Global LNG Calcasieu Pass CCS (LA),Full Chain,2021-01-01,,,,Planned,,0.5,0.5,Natural gas processing,Unknown/unspecified,
CCUS_550,Venture Global LNG CP2 liquefaction facility CCS (LA),Full Chain,2021-01-01,,,,Planned,,0.5,0.5,Natural gas processing,Dedicated storage,
CCUS_551,Venture Global LNG Plaquemines CCS (LA),Full Chain,2021-01-01,,,,Planned,,,,Natural gas processing,Unknown/unspecified,
CCUS_552,Vestforbrænding's Ejby incineration plant ,CCU,2019-01-01,,2025-01-01,,Planned,,0.45,0.45,Power and heat,Use,
CCUS_553,Viking CCS Phase 1,Transport & Storage,2020-01-01,2024-01-01,2027-01-01,,Planned,1.0,3.6,3.6,CO2 transport & storage,Dedicated storage,Viking CCS
CCUS_554,Viking CCS Phase 2,Transport & Storage,2020-01-01,,2030-01-01,,Planned,2.0,6.4,6.4,CO2 transport & storage,Dedicated storage,Viking CCS
CCUS_555,Viking CCS Phase 3,Transport & Storage,2020-01-01,,2035-01-01,,Planned,3.0,5.0,5.0,CO2 transport & storage,Dedicated storage,Viking CCS
CCUS_556,Voestalpine hot briquetted iron plant Portland (TX),Full Chain,2022-01-01,,,,Planned,,,,Iron and steel,Dedicated storage,
CCUS_557,VPI Immingham CHP plant CCS,Capture,2019-01-01,,2027-01-01,,Planned,,3.0,3.0,Power and heat,Dedicated storage,Viking CCS
CCUS_558,Wabash Valley Resources (IN),Full Chain,2016-01-01,,2024-01-01,,Planned,,1.65,1.65,Hydrogen/ammonia,Dedicated storage,
CCUS_559,WCS Redwater CO2 Recovery Unit (formerly nutrien) (ACTL) (ALB) phase 1,Capture,2011-01-01,2019-01-01,2019-01-01,,Operational,1.0,0.3,0.3,Other industry,Enhanced oil recovery,Alberta Carbon Trunk Line (ACTL)
CCUS_560,WCS Redwater CO2 Recovery Unit (formerly nutrien) (ACTL) (ALB) phase 2,Capture,2022-01-01,,,,Planned,2.0,,,Other industry,Unknown/unspecified,Alberta Carbon Trunk Line (ACTL)
CCUS_561,WH2V therminal (Wilhelshaven green energy hub phase 1),Transport,2022-01-01,,2029-01-01,,Planned,,10.0,10.0,CO2 transport,,Connected to German Carbon Grid
CCUS_562,Whitetail Clean Energy,Capture,2021-01-01,2023-01-01,2025-01-01,,Planned,,0.8,0.8,Power and heat,Dedicated storage,Northern Endurance Partnership
CCUS_563,Wilhelmshaven Energy Hub BlueHyNow,Capture,2022-01-01,,,,Planned,,,,Hydrogen/ammonia,Dedicated storage,WH2V eng hub
CCUS_564,Wintershall Dea Luna storage,Storage,2022-01-01,2025-01-01,,,Planned,,5.0,5.0,CO2 storage,Dedicated storage,Wintershall dea Luna
CCUS_565,Wintershall Dea-Equinor Gernany-Norway pipeline phase 1,Transport,2022-01-01,,2032-01-01,,Planned,1.0,20.0,20.0,CO2 transport,,Wintershall Dea-Equinor Gernany-Norway pipeline
CCUS_566,Wintershall Dea-Equinor Gernany-Norway pipeline phase 2,Transport,2022-01-01,,2037-01-01,,Planned,2.0,20.0,20.0,CO2 transport,,Wintershall Dea-Equinor Gernany-Norway pipeline
CCUS_567,Wintershell dea-Fluxys belgium-germany pipeline,Transport,2023-01-01,,2030-01-01,,Planned,,30.0,30.0,CO2 transport,,Wintershell dea-Fluxys belgium-germany pipeline
CCUS_568,Woodside Browse CCS Assessment,Full Chain,2022-01-01,,,,Planned,,,,Natural gas processing,Dedicated storage,
CCUS_569,Yamal LNG,Full Chain,,2023-01-01,,,Planned,,,,Natural gas processing,Unknown/unspecified,
CCUS_570,Yangchang integrated CCUS Yulin Coal Chemical,Full Chain,2015-01-01,,2023-01-01,,Planned,,0.3,0.3,Other fuel transformation,Enhanced oil recovery,
CCUS_571,Yara Sluiskil fertiliser,Capture,2022-01-01,,2025-01-01,,Planned,,0.8,0.8,Other industry,Dedicated storage,Northern Lights
CCUS_572,Zeeland Refinery,Capture,2021-01-01,,,,Planned,,0.8,0.8,Other fuel transformation,Dedicated storage,
CCUS_573,ZerCal250,Capture,2021-01-01,,,,Planned,,,,Other industry,Dedicated storage,Northern Endurance Partnership
